,IMG,LABEL
3103,"[[[137 137 137]
  [125 125 125]
  [119 119 119]
  ...
  [ 95  95  95]
  [ 97  97  97]
  [102 102 102]]

 [[ 26  26  26]
  [ 43  43  43]
  [ 65  65  65]
  ...
  [ 17  17  17]
  [ 18  18  18]
  [ 18  18  18]]

 [[ 50  50  50]
  [ 78  78  78]
  [106 106 106]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 15  15  15]]

 ...

 [[ 11  11  11]
  [  4   4   4]
  [  3   3   3]
  ...
  [  7   7   7]
  [  8   8   8]
  [ 11  11  11]]

 [[ 11  11  11]
  [  4   4   4]
  [  3   3   3]
  ...
  [  7   7   7]
  [  7   7   7]
  [ 11  11  11]]

 [[ 10  10  10]
  [  3   3   3]
  [  3   3   3]
  ...
  [  8   8   8]
  [  7   7   7]
  [ 11  11  11]]]",0
3104,"[[[119 119 119]
  [112 112 112]
  [110 110 110]
  ...
  [ 69  69  69]
  [ 71  71  71]
  [ 72  72  72]]

 [[ 22  22  22]
  [ 22  22  22]
  [ 21  21  21]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 15  15  15]
  [ 15  15  15]
  [ 18  18  18]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 15  15  15]]

 ...

 [[ 11  11  11]
  [  4   4   4]
  [  2   2   2]
  ...
  [  5   5   5]
  [  5   5   5]
  [ 10  10  10]]

 [[ 11  11  11]
  [  4   4   4]
  [  2   2   2]
  ...
  [  6   6   6]
  [  5   5   5]
  [ 10  10  10]]

 [[  9   9   9]
  [  4   4   4]
  [  1   1   1]
  ...
  [  8   8   8]
  [  5   5   5]
  [ 10  10  10]]]",0
3105,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  4   4   4]
  [  2   2   2]
  [  2   2   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 17  17  17]
  [ 17  17  17]
  [  4   4   4]]

 [[ 18  18  18]
  [101 101 101]
  [ 61  61  61]
  ...
  [ 35  35  35]
  [ 31  31  31]
  [ 15  15  15]]

 ...

 [[ 70  70  70]
  [142 142 142]
  [200 200 200]
  ...
  [188 188 188]
  [119 119 119]
  [ 74  74  74]]

 [[ 76  76  76]
  [140 140 140]
  [214 214 214]
  ...
  [205 205 205]
  [134 134 134]
  [ 77  77  77]]

 [[ 83  83  83]
  [156 156 156]
  [221 221 221]
  ...
  [217 217 217]
  [157 157 157]
  [ 87  87  87]]]",0
3106,"[[[  7   7   7]
  [  4   4   4]
  [  3   3   3]
  ...
  [  7   7   7]
  [  7   7   7]
  [  8   8   8]]

 [[  7   7   7]
  [  4   4   4]
  [  3   3   3]
  ...
  [  6   6   6]
  [  7   7   7]
  [  8   8   8]]

 [[  7   7   7]
  [  4   4   4]
  [  3   3   3]
  ...
  [  6   6   6]
  [  7   7   7]
  [  8   8   8]]

 ...

 [[168 168 168]
  [215 215 215]
  [211 211 211]
  ...
  [ 50  50  50]
  [ 83  83  83]
  [121 121 121]]

 [[168 168 168]
  [211 211 211]
  [210 210 210]
  ...
  [ 51  51  51]
  [ 84  84  84]
  [124 124 124]]

 [[190 190 190]
  [220 220 220]
  [219 219 219]
  ...
  [ 88  88  88]
  [116 116 116]
  [145 145 145]]]",0
3107,"[[[10 10 10]
  [ 4  4  4]
  [ 6  6  6]
  ...
  [ 4  4  4]
  [ 3  3  3]
  [85 85 85]]

 [[ 6  6  6]
  [12 12 12]
  [28 28 28]
  ...
  [36 36 36]
  [ 2  2  2]
  [80 80 80]]

 [[12 12 12]
  [28 28 28]
  [63 63 63]
  ...
  [27 27 27]
  [ 3  3  3]
  [75 75 75]]

 ...

 [[17 17 17]
  [19 19 19]
  [22 22 22]
  ...
  [19 19 19]
  [20 20 20]
  [24 24 24]]

 [[18 18 18]
  [21 21 21]
  [22 22 22]
  ...
  [20 20 20]
  [17 17 17]
  [23 23 23]]

 [[20 20 20]
  [22 22 22]
  [23 23 23]
  ...
  [21 21 21]
  [18 18 18]
  [23 23 23]]]",0
3108,"[[[ 9  9  9]
  [ 7  7  7]
  [ 5  5  5]
  ...
  [24 24 24]
  [16 16 16]
  [11 11 11]]

 [[ 9  9  9]
  [ 6  6  6]
  [ 7  7  7]
  ...
  [64 64 64]
  [40 40 40]
  [18 18 18]]

 [[ 9  9  9]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [88 88 88]
  [63 63 63]
  [31 31 31]]

 ...

 [[33 33 33]
  [ 6  6  6]
  [ 4  4  4]
  ...
  [ 6  6  6]
  [23 23 23]
  [86 86 86]]

 [[28 28 28]
  [ 4  4  4]
  [ 5  5  5]
  ...
  [ 6  6  6]
  [16 16 16]
  [90 90 90]]

 [[19 19 19]
  [ 3  3  3]
  [ 5  5  5]
  ...
  [ 5  5  5]
  [21 21 21]
  [78 78 78]]]",0
3109,"[[[192 192 192]
  [112 112 112]
  [ 16  16  16]
  ...
  [ 35  35  35]
  [ 34  34  34]
  [ 35  35  35]]

 [[193 193 193]
  [ 95  95  95]
  [ 12  12  12]
  ...
  [ 34  34  34]
  [ 34  34  34]
  [ 34  34  34]]

 [[190 190 190]
  [ 74  74  74]
  [ 16  16  16]
  ...
  [ 27  27  27]
  [ 26  26  26]
  [ 36  36  36]]

 ...

 [[151 151 151]
  [183 183 183]
  [213 213 213]
  ...
  [ 29  29  29]
  [ 21  21  21]
  [ 33  33  33]]

 [[152 152 152]
  [185 185 185]
  [215 215 215]
  ...
  [ 30  30  30]
  [ 21  21  21]
  [ 35  35  35]]

 [[151 151 151]
  [183 183 183]
  [202 202 202]
  ...
  [ 29  29  29]
  [ 20  20  20]
  [ 36  36  36]]]",0
3110,"[[[  7   7   7]
  [  9   9   9]
  [ 10  10  10]
  ...
  [  4   4   4]
  [  4   4   4]
  [ 11  11  11]]

 [[ 10  10  10]
  [ 13  13  13]
  [ 15  15  15]
  ...
  [  2   2   2]
  [  2   2   2]
  [  4   4   4]]

 [[ 15  15  15]
  [ 21  21  21]
  [ 31  31  31]
  ...
  [  1   1   1]
  [  1   1   1]
  [  3   3   3]]

 ...

 [[120 120 120]
  [188 188 188]
  [196 196 196]
  ...
  [177 177 177]
  [115 115 115]
  [126 126 126]]

 [[118 118 118]
  [197 197 197]
  [187 187 187]
  ...
  [173 173 173]
  [122 122 122]
  [127 127 127]]

 [[123 123 123]
  [190 190 190]
  [183 183 183]
  ...
  [171 171 171]
  [132 132 132]
  [133 133 133]]]",0
3111,"[[[ 3  3  3]
  [ 3  3  3]
  [ 5  5  5]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 6  6  6]
  ...
  [ 7  7  7]
  [ 5  5  5]
  [ 4  4  4]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 8  8  8]
  ...
  [15 15 15]
  [18 18 18]
  [18 18 18]]

 ...

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [17 17 17]
  [18 18 18]]

 [[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [14 14 14]
  [17 17 17]
  [18 18 18]]

 [[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [14 14 14]
  [17 17 17]
  [18 18 18]]]",0
3112,"[[[202 202 202]
  [205 205 205]
  [225 225 225]
  ...
  [ 12  12  12]
  [ 28  28  28]
  [150 150 150]]

 [[139 139 139]
  [202 202 202]
  [217 217 217]
  ...
  [ 22  22  22]
  [ 25  25  25]
  [129 129 129]]

 [[ 89  89  89]
  [103 103 103]
  [111 111 111]
  ...
  [ 30  30  30]
  [ 88  88  88]
  [209 209 209]]

 ...

 [[  8   8   8]
  [ 68  68  68]
  [108 108 108]
  ...
  [151 151 151]
  [111 111 111]
  [ 89  89  89]]

 [[  5   5   5]
  [ 61  61  61]
  [104 104 104]
  ...
  [145 145 145]
  [108 108 108]
  [ 78  78  78]]

 [[  1   1   1]
  [ 47  47  47]
  [ 99  99  99]
  ...
  [131 131 131]
  [105 105 105]
  [ 76  76  76]]]",0
3113,"[[[ 94  94  94]
  [ 91  91  91]
  [ 85  85  85]
  ...
  [ 21  21  21]
  [ 30  30  30]
  [ 94  94  94]]

 [[ 21  21  21]
  [ 28  28  28]
  [ 45  45  45]
  ...
  [ 15  15  15]
  [ 19  19  19]
  [ 79  79  79]]

 [[ 33  33  33]
  [ 31  31  31]
  [ 38  38  38]
  ...
  [ 84  84  84]
  [ 16  16  16]
  [ 78  78  78]]

 ...

 [[163 163 163]
  [115 115 115]
  [132 132 132]
  ...
  [ 10  10  10]
  [ 12  12  12]
  [ 14  14  14]]

 [[161 161 161]
  [114 114 114]
  [125 125 125]
  ...
  [ 11  11  11]
  [ 12  12  12]
  [ 15  15  15]]

 [[159 159 159]
  [112 112 112]
  [119 119 119]
  ...
  [ 35  35  35]
  [ 36  36  36]
  [ 62  62  62]]]",0
3114,"[[[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 2  2  2]]

 [[ 7  7  7]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  5  5]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]]

 ...

 [[18 18 18]
  [ 8  8  8]
  [ 7  7  7]
  ...
  [23 23 23]
  [ 4  4  4]
  [ 3  3  3]]

 [[20 20 20]
  [ 8  8  8]
  [ 6  6  6]
  ...
  [23 23 23]
  [ 5  5  5]
  [ 3  3  3]]

 [[24 24 24]
  [ 8  8  8]
  [ 5  5  5]
  ...
  [23 23 23]
  [ 7  7  7]
  [ 5  5  5]]]",0
3115,"[[[206 206 206]
  [198 198 198]
  [191 191 191]
  ...
  [215 215 215]
  [229 229 229]
  [237 237 237]]

 [[ 11  11  11]
  [  8   8   8]
  [  8   8   8]
  ...
  [174 174 174]
  [185 185 185]
  [197 197 197]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  5   5   5]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [ 10  10  10]
  ...
  [ 13  13  13]
  [  5   5   5]
  [  4   4   4]]

 [[  1   1   1]
  [  1   1   1]
  [ 12  12  12]
  ...
  [ 16  16  16]
  [  4   4   4]
  [  4   4   4]]

 [[  2   2   2]
  [  3   3   3]
  [ 29  29  29]
  ...
  [  1   1   1]
  [  2   2   2]
  [  4   4   4]]]",0
3116,"[[[  3   3   3]
  [  4   4   4]
  [  6   6   6]
  ...
  [  5   5   5]
  [  3   3   3]
  [  3   3   3]]

 [[ 11  11  11]
  [ 33  33  33]
  [ 54  54  54]
  ...
  [ 37  37  37]
  [ 25  25  25]
  [ 19  19  19]]

 [[ 45  45  45]
  [ 76  76  76]
  [ 91  91  91]
  ...
  [ 62  62  62]
  [ 63  63  63]
  [ 60  60  60]]

 ...

 [[  1   1   1]
  [  0   0   0]
  [  3   3   3]
  ...
  [172 172 172]
  [126 126 126]
  [ 73  73  73]]

 [[  1   1   1]
  [  1   1   1]
  [  4   4   4]
  ...
  [170 170 170]
  [128 128 128]
  [ 83  83  83]]

 [[  2   2   2]
  [  2   2   2]
  [ 14  14  14]
  ...
  [204 204 204]
  [174 174 174]
  [125 125 125]]]",0
3117,"[[[ 6  6  6]
  [ 7  7  7]
  [28 28 28]
  ...
  [10 10 10]
  [ 7  7  7]
  [18 18 18]]

 [[ 9  9  9]
  [11 11 11]
  [48 48 48]
  ...
  [14 14 14]
  [10 10 10]
  [19 19 19]]

 [[10 10 10]
  [12 12 12]
  [13 13 13]
  ...
  [13 13 13]
  [ 9  9  9]
  [19 19 19]]

 ...

 [[18 18 18]
  [23 23 23]
  [18 18 18]
  ...
  [23 23 23]
  [28 28 28]
  [45 45 45]]

 [[22 22 22]
  [24 24 24]
  [20 20 20]
  ...
  [22 22 22]
  [29 29 29]
  [52 52 52]]

 [[23 23 23]
  [20 20 20]
  [20 20 20]
  ...
  [22 22 22]
  [28 28 28]
  [54 54 54]]]",0
3118,"[[[ 78  78  78]
  [ 12  12  12]
  [ 13  13  13]
  ...
  [ 67  67  67]
  [  9   9   9]
  [  9   9   9]]

 [[ 78  78  78]
  [  7   7   7]
  [  6   6   6]
  ...
  [ 77  77  77]
  [  8   8   8]
  [  9   9   9]]

 [[ 83  83  83]
  [  7   7   7]
  [  7   7   7]
  ...
  [ 58  58  58]
  [  8   8   8]
  [  8   8   8]]

 ...

 [[220 220 220]
  [217 217 217]
  [146 146 146]
  ...
  [ 59  59  59]
  [104 104 104]
  [121 121 121]]

 [[222 222 222]
  [217 217 217]
  [150 150 150]
  ...
  [ 54  54  54]
  [105 105 105]
  [117 117 117]]

 [[228 228 228]
  [218 218 218]
  [155 155 155]
  ...
  [ 59  59  59]
  [107 107 107]
  [113 113 113]]]",0
3119,"[[[ 25  25  25]
  [ 21  21  21]
  [ 19  19  19]
  ...
  [  2   2   2]
  [  2   2   2]
  [  6   6   6]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [  5   5   5]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  1   1   1]
  [  4   4   4]]

 ...

 [[249 249 249]
  [217 217 217]
  [194 194 194]
  ...
  [239 239 239]
  [224 224 224]
  [216 216 216]]

 [[250 250 250]
  [224 224 224]
  [200 200 200]
  ...
  [241 241 241]
  [227 227 227]
  [220 220 220]]

 [[252 252 252]
  [230 230 230]
  [215 215 215]
  ...
  [242 242 242]
  [235 235 235]
  [226 226 226]]]",0
3120,"[[[  6   6   6]
  [  7   7   7]
  [  9   9   9]
  ...
  [  4   4   4]
  [  4   4   4]
  [  2   2   2]]

 [[  9   9   9]
  [ 10  10  10]
  [ 12  12  12]
  ...
  [  5   5   5]
  [  4   4   4]
  [  4   4   4]]

 [[ 13  13  13]
  [ 15  15  15]
  [ 21  21  21]
  ...
  [ 13  13  13]
  [ 12  12  12]
  [ 11  11  11]]

 ...

 [[  3   3   3]
  [  4   4   4]
  [  4   4   4]
  ...
  [ 10  10  10]
  [  6   6   6]
  [  6   6   6]]

 [[  4   4   4]
  [  5   5   5]
  [  5   5   5]
  ...
  [121 121 121]
  [100 100 100]
  [108 108 108]]

 [[ 35  35  35]
  [ 39  39  39]
  [ 42  42  42]
  ...
  [ 13  13  13]
  [  6   6   6]
  [  4   4   4]]]",0
3121,"[[[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 4  4  4]
  ...
  [ 1  1  1]
  [ 6  6  6]
  [ 2  2  2]]

 ...

 [[ 3  3  3]
  [ 8  8  8]
  [28 28 28]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [15 15 15]]

 [[ 3  3  3]
  [ 5  5  5]
  [26 26 26]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [11 11 11]]

 [[ 4  4  4]
  [ 3  3  3]
  [20 20 20]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]]]",0
3122,"[[[ 26  26  26]
  [ 48  48  48]
  [ 52  52  52]
  ...
  [  7   7   7]
  [  7   7   7]
  [  8   8   8]]

 [[ 37  37  37]
  [ 66  66  66]
  [ 65  65  65]
  ...
  [  9   9   9]
  [  8   8   8]
  [ 10  10  10]]

 [[ 64  64  64]
  [120 120 120]
  [ 97  97  97]
  ...
  [  9   9   9]
  [  9   9   9]
  [ 11  11  11]]

 ...

 [[ 25  25  25]
  [ 24  24  24]
  [ 23  23  23]
  ...
  [ 35  35  35]
  [ 70  70  70]
  [ 68  68  68]]

 [[ 25  25  25]
  [ 24  24  24]
  [ 23  23  23]
  ...
  [ 51  51  51]
  [132 132 132]
  [ 92  92  92]]

 [[ 25  25  25]
  [ 24  24  24]
  [ 23  23  23]
  ...
  [ 91  91  91]
  [188 188 188]
  [108 108 108]]]",0
3123,"[[[ 4  4  4]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 2  2  2]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 5  5  5]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 2  2  2]]

 ...

 [[ 2  2  2]
  [ 4  4  4]
  [10 10 10]
  ...
  [ 5  5  5]
  [ 1  1  1]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 4  4  4]
  [10 10 10]
  ...
  [ 5  5  5]
  [ 2  2  2]
  [ 3  3  3]]

 [[ 4  4  4]
  [ 5  5  5]
  [19 19 19]
  ...
  [ 7  7  7]
  [ 4  4  4]
  [ 4  4  4]]]",0
3124,"[[[ 10  10  10]
  [ 11  11  11]
  [ 12  12  12]
  ...
  [ 14  14  14]
  [ 13  13  13]
  [ 12  12  12]]

 [[  3   3   3]
  [  4   4   4]
  [  5   5   5]
  ...
  [  8   8   8]
  [  7   7   7]
  [  5   5   5]]

 [[  1   1   1]
  [  3   3   3]
  [  4   4   4]
  ...
  [  7   7   7]
  [  6   6   6]
  [  4   4   4]]

 ...

 [[ 95  95  95]
  [167 167 167]
  [195 195 195]
  ...
  [234 234 234]
  [238 238 238]
  [233 233 233]]

 [[152 152 152]
  [194 194 194]
  [210 210 210]
  ...
  [237 237 237]
  [241 241 241]
  [240 240 240]]

 [[231 231 231]
  [241 241 241]
  [246 246 246]
  ...
  [248 248 248]
  [249 249 249]
  [245 245 245]]]",0
3125,"[[[ 65  65  65]
  [ 66  66  66]
  [107 107 107]
  ...
  [ 22  22  22]
  [ 21  21  21]
  [ 23  23  23]]

 [[ 10  10  10]
  [ 10  10  10]
  [ 86  86  86]
  ...
  [  7   7   7]
  [  6   6   6]
  [  6   6   6]]

 [[  5   5   5]
  [  5   5   5]
  [ 42  42  42]
  ...
  [  6   6   6]
  [  7   7   7]
  [  5   5   5]]

 ...

 [[ 10  10  10]
  [ 69  69  69]
  [142 142 142]
  ...
  [138 138 138]
  [127 127 127]
  [103 103 103]]

 [[ 59  59  59]
  [113 113 113]
  [165 165 165]
  ...
  [142 142 142]
  [132 132 132]
  [108 108 108]]

 [[186 186 186]
  [179 179 179]
  [183 183 183]
  ...
  [152 152 152]
  [135 135 135]
  [115 115 115]]]",0
3126,"[[[ 44  44  44]
  [ 43  43  43]
  [ 42  42  42]
  ...
  [  8   8   8]
  [ 10  10  10]
  [  5   5   5]]

 [[ 13  13  13]
  [  9   9   9]
  [ 10  10  10]
  ...
  [  7   7   7]
  [ 11  11  11]
  [ 10  10  10]]

 [[  8   8   8]
  [  3   3   3]
  [  4   4   4]
  ...
  [ 15  15  15]
  [ 14  14  14]
  [ 10  10  10]]

 ...

 [[ 20  20  20]
  [ 19  19  19]
  [ 18  18  18]
  ...
  [183 183 183]
  [211 211 211]
  [217 217 217]]

 [[ 20  20  20]
  [ 19  19  19]
  [ 16  16  16]
  ...
  [192 192 192]
  [209 209 209]
  [227 227 227]]

 [[ 20  20  20]
  [ 18  18  18]
  [ 13  13  13]
  ...
  [189 189 189]
  [220 220 220]
  [224 224 224]]]",0
3127,"[[[ 18  18  18]
  [  8   8   8]
  [  6   6   6]
  ...
  [110 110 110]
  [114 114 114]
  [120 120 120]]

 [[ 16  16  16]
  [  7   7   7]
  [  3   3   3]
  ...
  [  6   6   6]
  [  7   7   7]
  [ 10  10  10]]

 [[ 15  15  15]
  [  6   6   6]
  [  3   3   3]
  ...
  [  2   2   2]
  [  3   3   3]
  [  6   6   6]]

 ...

 [[ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [  2   2   2]
  [  5   5   5]
  [ 13  13  13]]

 [[ 17  17  17]
  [ 16  16  16]
  [ 15  15  15]
  ...
  [  8   8   8]
  [  9   9   9]
  [ 14  14  14]]

 [[100 100 100]
  [ 89  89  89]
  [ 86  86  86]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 18  18  18]]]",0
3128,"[[[16 16 16]
  [16 16 16]
  [15 15 15]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[16 16 16]
  [16 16 16]
  [15 15 15]
  ...
  [14 14 14]
  [14 14 14]
  [13 13 13]]

 [[16 16 16]
  [16 16 16]
  [15 15 15]
  ...
  [14 14 14]
  [14 14 14]
  [13 13 13]]

 ...

 [[15 15 15]
  [14 14 14]
  [44 44 44]
  ...
  [61 61 61]
  [ 9  9  9]
  [ 4  4  4]]

 [[16 16 16]
  [16 16 16]
  [23 23 23]
  ...
  [64 64 64]
  [ 9  9  9]
  [ 4  4  4]]

 [[16 16 16]
  [16 16 16]
  [19 19 19]
  ...
  [61 61 61]
  [ 7  7  7]
  [ 3  3  3]]]",0
3129,"[[[ 22  22  22]
  [ 29  29  29]
  [ 42  42  42]
  ...
  [ 22  22  22]
  [ 17  17  17]
  [  8   8   8]]

 [[ 30  30  30]
  [ 40  40  40]
  [ 46  46  46]
  ...
  [ 41  41  41]
  [ 26  26  26]
  [ 25  25  25]]

 [[ 31  31  31]
  [ 44  44  44]
  [ 52  52  52]
  ...
  [ 31  31  31]
  [ 24  24  24]
  [ 15  15  15]]

 ...

 [[ 88  88  88]
  [158 158 158]
  [170 170 170]
  ...
  [  8   8   8]
  [  2   2   2]
  [  3   3   3]]

 [[ 95  95  95]
  [159 159 159]
  [169 169 169]
  ...
  [ 19  19  19]
  [  2   2   2]
  [  2   2   2]]

 [[114 114 114]
  [158 158 158]
  [175 175 175]
  ...
  [ 37  37  37]
  [  1   1   1]
  [  1   1   1]]]",0
3130,"[[[41 41 41]
  [36 36 36]
  [50 50 50]
  ...
  [18 18 18]
  [36 36 36]
  [38 38 38]]

 [[33 33 33]
  [13 13 13]
  [57 57 57]
  ...
  [ 4  4  4]
  [36 36 36]
  [39 39 39]]

 [[34 34 34]
  [ 6  6  6]
  [48 48 48]
  ...
  [ 4  4  4]
  [39 39 39]
  [37 37 37]]

 ...

 [[45 45 45]
  [28 28 28]
  [48 48 48]
  ...
  [29 29 29]
  [35 35 35]
  [42 42 42]]

 [[44 44 44]
  [31 31 31]
  [27 27 27]
  ...
  [32 32 32]
  [37 37 37]
  [45 45 45]]

 [[43 43 43]
  [25 25 25]
  [ 5  5  5]
  ...
  [42 42 42]
  [43 43 43]
  [45 45 45]]]",0
3131,"[[[58 58 58]
  [52 52 52]
  [52 52 52]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [56 56 56]]

 [[82 82 82]
  [73 73 73]
  [50 50 50]
  ...
  [ 5  5  5]
  [ 4  4  4]
  [72 72 72]]

 [[87 87 87]
  [82 82 82]
  [45 45 45]
  ...
  [ 6  6  6]
  [ 4  4  4]
  [45 45 45]]

 ...

 [[58 58 58]
  [58 58 58]
  [61 61 61]
  ...
  [18 18 18]
  [18 18 18]
  [14 14 14]]

 [[61 61 61]
  [60 60 60]
  [60 60 60]
  ...
  [18 18 18]
  [18 18 18]
  [15 15 15]]

 [[61 61 61]
  [58 58 58]
  [59 59 59]
  ...
  [11 11 11]
  [13 13 13]
  [12 12 12]]]",0
3132,"[[[15 15 15]
  [19 19 19]
  [19 19 19]
  ...
  [65 65 65]
  [58 58 58]
  [58 58 58]]

 [[34 34 34]
  [39 39 39]
  [41 41 41]
  ...
  [61 61 61]
  [57 57 57]
  [58 58 58]]

 [[67 67 67]
  [59 59 59]
  [68 68 68]
  ...
  [60 60 60]
  [55 55 55]
  [57 57 57]]

 ...

 [[11 11 11]
  [28 28 28]
  [55 55 55]
  ...
  [69 69 69]
  [68 68 68]
  [70 70 70]]

 [[14 14 14]
  [29 29 29]
  [61 61 61]
  ...
  [69 69 69]
  [68 68 68]
  [69 69 69]]

 [[17 17 17]
  [30 30 30]
  [63 63 63]
  ...
  [70 70 70]
  [68 68 68]
  [65 65 65]]]",0
3133,"[[[  5   5   5]
  [  4   4   4]
  [  4   4   4]
  ...
  [  6   6   6]
  [  7   7   7]
  [  7   7   7]]

 [[  4   4   4]
  [  4   4   4]
  [  3   3   3]
  ...
  [  5   5   5]
  [  6   6   6]
  [  7   7   7]]

 [[  2   2   2]
  [  2   2   2]
  [  5   5   5]
  ...
  [  3   3   3]
  [  5   5   5]
  [  6   6   6]]

 ...

 [[  4   4   4]
  [ 34  34  34]
  [110 110 110]
  ...
  [ 12  12  12]
  [ 13  13  13]
  [ 14  14  14]]

 [[  4   4   4]
  [ 34  34  34]
  [118 118 118]
  ...
  [ 11  11  11]
  [ 13  13  13]
  [ 14  14  14]]

 [[  4   4   4]
  [ 32  32  32]
  [125 125 125]
  ...
  [ 11  11  11]
  [ 13  13  13]
  [ 14  14  14]]]",0
3134,"[[[29 29 29]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 9  9  9]]

 [[23 23 23]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 7  7  7]]

 [[19 19 19]
  [ 4  4  4]
  [ 6  6  6]
  ...
  [ 5  5  5]
  [ 2  2  2]
  [ 7  7  7]]

 ...

 [[14 14 14]
  [19 19 19]
  [27 27 27]
  ...
  [65 65 65]
  [46 46 46]
  [21 21 21]]

 [[15 15 15]
  [18 18 18]
  [21 21 21]
  ...
  [32 32 32]
  [40 40 40]
  [21 21 21]]

 [[20 20 20]
  [19 19 19]
  [19 19 19]
  ...
  [27 27 27]
  [32 32 32]
  [22 22 22]]]",0
3135,"[[[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [  8   8   8]
  [  8   8   8]
  [  9   9   9]]

 [[ 11  11  11]
  [ 10  10  10]
  [ 10  10  10]
  ...
  [  8   8   8]
  [  8   8   8]
  [  9   9   9]]

 [[  4   4   4]
  [  3   3   3]
  [  3   3   3]
  ...
  [ 10  10  10]
  [ 12  12  12]
  [  9   9   9]]

 ...

 [[ 19  19  19]
  [ 31  31  31]
  [ 48  48  48]
  ...
  [ 53  53  53]
  [ 24  24  24]
  [ 14  14  14]]

 [[ 14  14  14]
  [ 23  23  23]
  [ 34  34  34]
  ...
  [ 48  48  48]
  [ 22  22  22]
  [ 13  13  13]]

 [[155 155 155]
  [194 194 194]
  [134 134 134]
  ...
  [ 46  46  46]
  [ 22  22  22]
  [ 12  12  12]]]",0
3136,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  1   1   1]
  [  3   3   3]
  [  7   7   7]]

 [[  3   3   3]
  [  2   2   2]
  [  3   3   3]
  ...
  [  2   2   2]
  [  5   5   5]
  [  7   7   7]]

 [[  3   3   3]
  [  2   2   2]
  [  3   3   3]
  ...
  [  3   3   3]
  [  5   5   5]
  [  7   7   7]]

 ...

 [[ 23  23  23]
  [ 41  41  41]
  [ 72  72  72]
  ...
  [ 44  44  44]
  [ 17  17  17]
  [  8   8   8]]

 [[ 44  44  44]
  [ 66  66  66]
  [ 99  99  99]
  ...
  [219 219 219]
  [198 198 198]
  [185 185 185]]

 [[203 203 203]
  [217 217 217]
  [235 235 235]
  ...
  [254 254 254]
  [232 232 232]
  [200 200 200]]]",0
